"","Group.1","Visibility","Traits.ID","Genus","Morphospecies","Contributor","Latitude","Longitude","Caste","N","Head.width.across.eyes..mm.","Head.length..mm.","Clypeus.length..mm.","Mandible.length..mm.","Hind.femur.length..mm.","Scape.length..mm.","Weber.s.length..mm.","Pronotum.width..mm.","Inter.ocular.width..mm.","Max.eye.width..mm.","Whole.body.length..mm.","Sculpturing","Pilosity....","Number.of.Spines....","Dominant.colour.head..Fig..16.","Dominant.colour.mesosoma..Fig..16.","Dominant.colour.gaster..Fig..16.","Polymorphism","Queen.number","Worker.number....","Colony.type","Colony.founding","Nest.Site","Activity","Diet","Notes","Species","Invasive.To.Political.Region1","Political.Region1","Continent","username","Date.Of.Upload","Batch","Batch.Name"
"Strumigenys","Strumigenys","Public","Baccaro_noyear_traits_101","Strumigenys","True","Donoso, David",-2.82161594655172,54.8838386672414,"Worker",1.44642857142857,0.441522108839286,0.556226919367347,0.111869369378378,0.349204413463415,0.472346230166667,0.352553763451613,0.5972274074,0.285,0.339043209888889,0.0540708478536585,1.9875,2.2,4.35,1.93333333333333,16.95,16.95,17.45,"Monomorphic (1)","Monogyny (1)",NA,"Monodomous (1)",NA,"Litter (6)","Diurnal (1)","Generalist predator (1)","These ants from samples collected in Klimes_etal_noyear but were analysed separately at a later date to be included in a different publication","1","Native*","Brazil","South America","bgrossman","2017-02-23",142.017857142857,"Traits_4_February_2017"
"Strumigenys.1","Strumigenys","Public","Baccaro_noyear_traits_101","Strumigenys","True","Donoso, David",-2.82161594655172,54.8838386672414,"Worker",1.44642857142857,0.441522108839286,0.556226919367347,0.111869369378378,0.349204413463415,0.472346230166667,0.352553763451613,0.5972274074,0.285,0.339043209888889,0.0540708478536585,1.9875,2.2,4.35,1.93333333333333,16.95,16.95,17.45,"Monomorphic (1)","Monogyny (1)",NA,"Monodomous (1)",NA,"Litter (6)","Diurnal (1)","Generalist predator (1)","These ants from samples collected in Klimes_etal_noyear but were analysed separately at a later date to be included in a different publication","1","Native*","Brazil","South America","bgrossman","2017-02-23",142.017857142857,"Traits_4_February_2017"
"Strumigenys.2","Strumigenys","Public","Baccaro_noyear_traits_101","Strumigenys","True","Donoso, David",-2.82161594655172,54.8838386672414,"Worker",1.44642857142857,0.441522108839286,0.556226919367347,0.111869369378378,0.349204413463415,0.472346230166667,0.352553763451613,0.5972274074,0.285,0.339043209888889,0.0540708478536585,1.9875,2.2,4.35,1.93333333333333,16.95,16.95,17.45,"Monomorphic (1)","Monogyny (1)",NA,"Monodomous (1)",NA,"Litter (6)","Diurnal (1)","Generalist predator (1)","These ants from samples collected in Klimes_etal_noyear but were analysed separately at a later date to be included in a different publication","1","Native*","Brazil","South America","bgrossman","2017-02-23",142.017857142857,"Traits_4_February_2017"
"Strumigenys.3","Strumigenys","Public","Baccaro_noyear_traits_101","Strumigenys","True","Donoso, David",-2.82161594655172,54.8838386672414,"Worker",1.44642857142857,0.441522108839286,0.556226919367347,0.111869369378378,0.349204413463415,0.472346230166667,0.352553763451613,0.5972274074,0.285,0.339043209888889,0.0540708478536585,1.9875,2.2,4.35,1.93333333333333,16.95,16.95,17.45,"Monomorphic (1)","Monogyny (1)",NA,"Monodomous (1)",NA,"Litter (6)","Diurnal (1)","Generalist predator (1)","These ants from samples collected in Klimes_etal_noyear but were analysed separately at a later date to be included in a different publication","1","Native*","Brazil","South America","bgrossman","2017-02-23",142.017857142857,"Traits_4_February_2017"
"Strumigenys.4","Strumigenys","Public","Baccaro_noyear_traits_101","Strumigenys","True","Donoso, David",-2.82161594655172,54.8838386672414,"Worker",1.44642857142857,0.441522108839286,0.556226919367347,0.111869369378378,0.349204413463415,0.472346230166667,0.352553763451613,0.5972274074,0.285,0.339043209888889,0.0540708478536585,1.9875,2.2,4.35,1.93333333333333,16.95,16.95,17.45,"Monomorphic (1)","Monogyny (1)",NA,"Monodomous (1)",NA,"Litter (6)","Diurnal (1)","Generalist predator (1)","These ants from samples collected in Klimes_etal_noyear but were analysed separately at a later date to be included in a different publication","1","Native*","Brazil","South America","bgrossman","2017-02-23",142.017857142857,"Traits_4_February_2017"
"Strumigenys.5","Strumigenys","Public","Baccaro_noyear_traits_101","Strumigenys","True","Donoso, David",-2.82161594655172,54.8838386672414,"Worker",1.44642857142857,0.441522108839286,0.556226919367347,0.111869369378378,0.349204413463415,0.472346230166667,0.352553763451613,0.5972274074,0.285,0.339043209888889,0.0540708478536585,1.9875,2.2,4.35,1.93333333333333,16.95,16.95,17.45,"Monomorphic (1)","Monogyny (1)",NA,"Monodomous (1)",NA,"Litter (6)","Diurnal (1)","Generalist predator (1)","These ants from samples collected in Klimes_etal_noyear but were analysed separately at a later date to be included in a different publication","1","Native*","Brazil","South America","bgrossman","2017-02-23",142.017857142857,"Traits_4_February_2017"
"Strumigenys.6","Strumigenys","Public","Baccaro_noyear_traits_101","Strumigenys","True","Donoso, David",-2.82161594655172,54.8838386672414,"Worker",1.44642857142857,0.441522108839286,0.556226919367347,0.111869369378378,0.349204413463415,0.472346230166667,0.352553763451613,0.5972274074,0.285,0.339043209888889,0.0540708478536585,1.9875,2.2,4.35,1.93333333333333,16.95,16.95,17.45,"Monomorphic (1)","Monogyny (1)",NA,"Monodomous (1)",NA,"Litter (6)","Diurnal (1)","Generalist predator (1)","These ants from samples collected in Klimes_etal_noyear but were analysed separately at a later date to be included in a different publication","1","Native*","Brazil","South America","bgrossman","2017-02-23",142.017857142857,"Traits_4_February_2017"
"Strumigenys.7","Strumigenys","Public","Baccaro_noyear_traits_101","Strumigenys","True","Donoso, David",-2.82161594655172,54.8838386672414,"Worker",1.44642857142857,0.441522108839286,0.556226919367347,0.111869369378378,0.349204413463415,0.472346230166667,0.352553763451613,0.5972274074,0.285,0.339043209888889,0.0540708478536585,1.9875,2.2,4.35,1.93333333333333,16.95,16.95,17.45,"Monomorphic (1)","Monogyny (1)",NA,"Monodomous (1)",NA,"Litter (6)","Diurnal (1)","Generalist predator (1)","These ants from samples collected in Klimes_etal_noyear but were analysed separately at a later date to be included in a different publication","1","Native*","Brazil","South America","bgrossman","2017-02-23",142.017857142857,"Traits_4_February_2017"
"Tapinoma","Tapinoma","Public","Andersen_etal_2007_traits_10","Tapinoma","False","Chick, Lacy",13.0531903396226,47.9857109056604,"Worker",1.13793103448276,0.529318989568627,0.600503456611111,0.110762611421053,0.255614213745098,0.4876345844,0.538699456658537,0.705049723860465,0.373250092102564,0.456764628083333,0.104425940686275,2.80483090909091,1.78947368421053,10.1333333333333,0.666666666666667,18.6052631578947,18.5,18.4210526315789,"Monomorphic (1)","Polygyny (2)",6416.66666666667,"Polydomous (2)","Dependent (1)","Hypogaeic (1)","Diurnal (1)","Sugar feeder + generalist (4)","These ants from samples collected in Klimes_etal_noyear but were analysed separately at a later date to be included in a different publication","sessile","Native*","Spain","Europe","bgrossman","2017-02-23",141.551724137931,"Traits_3_February_2017"
"NA.10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trachymyrmex","Trachymyrmex","Public","Baccaro_noyear_traits_170","Trachymyrmex","False","Donoso, David",-3.20025958714286,-29.5959958071429,"Worker",1.65,1.0095,0.9475,0.334285714285714,0.688571428571429,1.20875,0.812857142857143,1.43473684210526,0.606428571428571,0.837857142857143,0.146875,4.75666666666667,2.66666666666667,27.2727272727273,13.7272727272727,18.9090909090909,18.9090909090909,19.2727272727273,"Monomorphic (1)","Monogyny (1)",NA,"Monodomous (1)",NA,"Litter (6)","Diurnal (1)","Fungivore (7)","11532","bugnioni","Native*","Brazil","South America","bgrossman","2017-02-23",147.65,"Traits_4_February_2017"
"Trachymyrmex.1","Trachymyrmex","Public","Baccaro_noyear_traits_170","Trachymyrmex","False","Donoso, David",-3.20025958714286,-29.5959958071429,"Worker",1.65,1.0095,0.9475,0.334285714285714,0.688571428571429,1.20875,0.812857142857143,1.43473684210526,0.606428571428571,0.837857142857143,0.146875,4.75666666666667,2.66666666666667,27.2727272727273,13.7272727272727,18.9090909090909,18.9090909090909,19.2727272727273,"Monomorphic (1)","Monogyny (1)",NA,"Monodomous (1)",NA,"Litter (6)","Diurnal (1)","Fungivore (7)","11532","bugnioni","Native*","Brazil","South America","bgrossman","2017-02-23",147.65,"Traits_4_February_2017"
"Trachymyrmex.2","Trachymyrmex","Public","Baccaro_noyear_traits_170","Trachymyrmex","False","Donoso, David",-3.20025958714286,-29.5959958071429,"Worker",1.65,1.0095,0.9475,0.334285714285714,0.688571428571429,1.20875,0.812857142857143,1.43473684210526,0.606428571428571,0.837857142857143,0.146875,4.75666666666667,2.66666666666667,27.2727272727273,13.7272727272727,18.9090909090909,18.9090909090909,19.2727272727273,"Monomorphic (1)","Monogyny (1)",NA,"Monodomous (1)",NA,"Litter (6)","Diurnal (1)","Fungivore (7)","11532","bugnioni","Native*","Brazil","South America","bgrossman","2017-02-23",147.65,"Traits_4_February_2017"
"Trachymyrmex.3","Trachymyrmex","Public","Baccaro_noyear_traits_170","Trachymyrmex","False","Donoso, David",-3.20025958714286,-29.5959958071429,"Worker",1.65,1.0095,0.9475,0.334285714285714,0.688571428571429,1.20875,0.812857142857143,1.43473684210526,0.606428571428571,0.837857142857143,0.146875,4.75666666666667,2.66666666666667,27.2727272727273,13.7272727272727,18.9090909090909,18.9090909090909,19.2727272727273,"Monomorphic (1)","Monogyny (1)",NA,"Monodomous (1)",NA,"Litter (6)","Diurnal (1)","Fungivore (7)","11532","bugnioni","Native*","Brazil","South America","bgrossman","2017-02-23",147.65,"Traits_4_February_2017"
"Trachymyrmex.4","Trachymyrmex","Public","Baccaro_noyear_traits_170","Trachymyrmex","False","Donoso, David",-3.20025958714286,-29.5959958071429,"Worker",1.65,1.0095,0.9475,0.334285714285714,0.688571428571429,1.20875,0.812857142857143,1.43473684210526,0.606428571428571,0.837857142857143,0.146875,4.75666666666667,2.66666666666667,27.2727272727273,13.7272727272727,18.9090909090909,18.9090909090909,19.2727272727273,"Monomorphic (1)","Monogyny (1)",NA,"Monodomous (1)",NA,"Litter (6)","Diurnal (1)","Fungivore (7)","11532","bugnioni","Native*","Brazil","South America","bgrossman","2017-02-23",147.65,"Traits_4_February_2017"
"Wasmannia","Wasmannia","Public","Baccaro_noyear_traits_0","Wasmannia","False","Heraldo L. Vasconcelos & Renata Pacheco",-11.028048835,-50.1445844975,"Worker",1.6,0.476,0.484,0.1475,0.225,0.425,0.3875,0.528,0.31,0.3875,0.08,NA,NA,5.66666666666667,2,19.6666666666667,19.6666666666667,19.6666666666667,"Monomorphic (1)","Monogyny (1)",NA,"Monodomous (1)",NA,"Litter (6)","Diurnal (1)",NA,"189473","auropunctata","Native","Brazil","South America","lgjohanson","2018-04-24",157,"Vasconcelos&Pacheco Traits"
